a,b,y
0.47298583148997897,0.6971046789810463,0.010866973569354933
-0.6814258794394451,1.1345965585611415,-0.05318943007667776
0.24243949669047796,-1.59482365204991,0.4173927942131196
-1.7007356340383315,0.7067728599501127,0.5431950648539728
0.7531428339492002,-0.9446780664204192,0.19774946912428704
-1.534721340208044,0.5531906266137425,0.45414518608850746
0.0051270781322723565,0.7862792384167119,-0.04860528031550095
-0.12022767015619135,-0.09068033485079412,0.00296550427651304
-0.8069818785729513,-1.9841564508649907,0.9113819046348512
2.8718193949889166,0.868225538499247,1.5840211332043503
-0.597822919406344,-0.009104436509949531,0.07147852406087478
0.47245699353575754,0.8164263210025804,-0.009775932471128644
1.0959561180085615,-1.0978409359482653,0.37254175957684066
-1.2151688010922146,0.6135999657921655,0.2722247025478036
1.3423563714379816,-1.210385695712685,0.5377096887219586
-0.12214978766832274,-0.9672605434244481,0.09348032950714139
1.012515476977173,0.7060490815246431,0.16984059691378012
-0.9138691467058685,0.609025317427751,0.1444418935171987
-1.029530207374499,-0.884372046893514,0.28115445817632084
1.2097964496316869,1.4390423119965008,-0.00528154766650718
0.5018723037790331,0.1889552244228988,0.049700514674945566
0.13884617715623349,0.9377333988173232,-0.07860336478147378
0.6407611133416717,-0.6000585641370406,0.10372128641834868
0.5273326651106617,0.8769964121731543,-0.011835837514341876
-1.1543602352166882,1.6524900489106482,-0.1847398076318531
-2.213333479396823,-1.8360393613599435,1.5987053295723757
-1.6817565103951275,-0.4649642731416517,0.5757131372173498
-1.7880942510621582,-1.1191271616818752,0.7796207995344357
-2.218534945031401,0.5424892180568462,0.968414298341654
-0.6474307801655981,-0.1920912867944766,0.08454212186015742
-0.528404320814362,0.08028458018870607,0.05579047691112921
-0.03920917482874638,1.1066599025264074,-0.13522473919801642
0.214975948415751,-2.243798682110414,1.1389131143185485
-0.3843588025535037,-0.817210940657012,0.08412244019743373
-0.2539040780918859,0.281001016855885,0.010674627986663673
0.07325207460394162,-0.007220635886589961,0.0010732109334062867
-0.9972038374246764,-1.5512898025990094,0.5722009976824027
-0.7138562876067133,0.7232315767849631,0.06408852596764632
0.03541634614048163,-0.9859861728649831,0.09610535636573567
-0.6779453651227033,0.15263775834799487,0.09156636381452117
-0.5718810615865102,-0.6940157540724212,0.09883740449046388
-0.105862315332335,-0.4151683401775979,0.009397404706240352
1.3358313386717684,0.026423763672582198,0.35688722812794915
0.31866528801613553,-0.6199612847041995,0.0441378487881544
-0.3375952500500365,0.03303554663733213,0.022790505245669147
-0.5852682780074072,0.2899985196629166,0.06606892879706511
-0.1149199407897547,0.7484353545968163,-0.03928269797287387
2.2418177943952333,1.029565131577527,0.8960150517993077
-3.14741652154398,-1.1564248109498485,2.1358969632599454
0.5351358932801163,0.14666482129705313,0.05695860046768072
0.2324904393837624,0.2975534754278192,0.008175879815359456
0.867611950882283,-0.546385203407065,0.1668617079630548
-1.1482127142462721,-0.118323838624945,0.2638441470859081
2.1143442414555107,-0.7569533833095367,0.9374621099743643
1.0009427606895045,-1.2582013863048451,0.39955946055700625
-0.051414995286116726,1.3206788510573695,-0.22982313120008618
0.15978769807335919,-0.4722789114087418,0.015640478608358703
-0.7162635863249601,1.6208540582928845,-0.32321886671439737
0.050522826525369983,0.975333263687098,-0.09227050142786354
-0.14333741454895502,0.6805623252665757,-0.027412147403624756
0.9435753905208083,1.0844900420232584,0.05051800696771347
0.3576442254693005,0.26699949153443603,0.023678472976686946
-0.08344920282444727,0.08291926155005457,0.0013357418902987183
0.6778061029188197,1.5133144924211892,-0.25468306985590605
0.5560603739342062,-0.8169329393878837,0.11636105162790893
0.22271946085249292,1.4083869601838153,-0.2694403431968722
-1.5289854794870417,-0.41668246309899215,0.4747939383547817
1.029211175548784,-0.651971357082736,0.23956825686976296
-1.1662587594545695,0.7161540599674139,0.23530203017237533
-1.0095616523094042,-1.6369579509772312,0.6424873276307466
-0.1052679886976573,-0.7378136018387073,0.042380548588577045
0.512022158133717,-2.335280229443857,1.3259862927892854
1.407727763720542,0.15108832851307583,0.3959945917029035
-1.6876963310470667,-0.8351279308613885,0.6279088317443644
1.471233992634668,0.7626117709292342,0.3885541675013477
1.6364629074432413,0.5141329788515343,0.5220119526163077
-0.46139493621891375,0.3280357370958339,0.0390471486861005
-0.2013622701564993,-0.7400247370350247,0.048635816704477614
-0.5718167302823739,0.7136211593583867,0.029053348902688104
-0.6032991147419898,-1.2668988607884994,0.2761353772585793
-1.339389221097253,1.4924841164262805,0.02634054115901302
-1.6896529203538362,-0.16689573454100734,0.5714502727387717
-0.1993273392741338,-1.4137590015323984,0.2905163412610297
0.25777258546505816,0.4883149087517533,0.0016454013532868003
1.8288207150748825,0.7620266591554147,0.6246673247713398
-1.0010015450142384,-0.4544526878057232,0.20978650480433977
-2.091691213346014,-0.448193435278369,0.8840376175976136
0.14655970591263323,-0.3939865044459611,0.010411619402218991
-0.466351101873623,1.1754065960929367,-0.11889523275765157
0.35622300730710804,0.020737807666902773,0.025378074343739735
-0.3978797330752504,-0.8799049132194389,0.09978676822441547
-1.2592235156092357,-1.4140485940409693,0.5998725154737072
-0.6888786924453678,0.7580312044156723,0.051353440479456086
0.8026304502474164,0.6103969193827244,0.10610069098519295
0.27239104064855424,2.7187290622469575,-1.9947058702986966
-0.9691764986522415,0.1239902340095768,0.18766999975297646
0.8719681219808854,0.06199569226063078,0.15204185331751432
-1.4463594427964115,-1.098167742016221,0.5508271251559127
-0.5364812639125298,0.35161224359638366,0.0532154060050063
0.19792051631423216,-1.165558539896415,0.16617874699871876
-1.365639813925374,-0.055498043800073754,0.37301151385551434
-1.1944443828385456,-0.12136822451333927,0.2855182551183248
0.015934542649579678,-0.6840341661857827,0.03205692802593467
-0.08004346236652365,-0.9366565765676144,0.08345666508405815
-0.25080271315594593,-0.9257861108797036,0.09192766905705246
-0.5651428939886068,-0.03995519380472737,0.06388367664227196
-1.102671939612895,-0.2024723136263847,0.2440071172966903
-0.7822824408021882,0.4716126341683568,0.11190362706872548
3.041686206372148,0.4123808702812668,1.8433581297382018
-0.6260812210457714,1.4682811210436157,-0.2381437657161477
1.5059009128619398,-0.02952069528343408,0.4535500845159972
-0.5873360870250491,-2.5144102189883446,1.6586679364705486
1.365852914050061,-0.7283888590623009,0.4117555315186343
1.2320448738375287,0.36119588996979035,0.29887466340030583
0.4508892334788509,-0.06230754434951406,0.04068440939573547
-0.6414098177206133,-0.15066796411548009,0.08262333971918323
-1.3775960333307937,0.4816757535998095,0.36837873327673354
0.9657463479255879,-0.8783155149415226,0.2542898107569026
-1.2840034598049361,-0.7584971562849117,0.37337067880678054
-1.2745721004239723,-0.6156291323876313,0.3482391044664254
1.522841762204412,0.6249285615723712,0.4394037147766453
1.4618824312460454,-0.24214034980904353,0.4288397646213911
0.03765596319966074,-1.558746806623963,0.3790109976871309
-0.24619719933642736,-0.19961573502335972,0.012918009866400723
-0.664297573689694,-1.1827476561497412,0.25371187884671553
0.3513355379275004,0.27680076336821574,0.02256652161253407
-0.4840314322593972,1.40990764628597,-0.23340973559910091
-1.5130872598946643,1.199232888319153,0.28541779165665704
-0.7635304872538676,0.077084484412994,0.11654995725586109
0.24920320955073572,-1.1155274234450414,0.15123684029818923
-1.5898086075569426,-0.2007978885047462,0.5063078946428456
-0.9795259223312953,-0.3587987905332726,0.19651325914005735
0.12276162875650516,0.356271294086213,-0.0015080407817312192
1.6892920937802727,-0.9096062909991789,0.6460008888053811
0.1777498652185115,-0.2640714134762715,0.008160470891079748
0.03200602054382911,-0.5386661620131122,0.01583488090386277
1.9332155643632358,0.7358757486754702,0.7076158465842957
-1.0620947114314008,-1.8827745165374796,0.8930224543602348
-0.7326290989087136,0.8651017690448998,0.04260477028274176
0.8427413931462943,0.5116976453337196,0.128644602443829
1.0767399874809482,2.408637105621259,-1.165504894525227
0.4576905380263133,-0.5048861968117615,0.05476618338429329
-2.6194933225106896,0.28057282047138776,1.3701403530169791
0.7390463423383108,0.2122299464220392,0.10828198264704095
0.667501057762868,0.6984160752264157,0.055043842910289735
0.04640263608520231,-1.1178226794879393,0.14010566352329448
0.6660775965015711,2.31074439779876,-1.1450992654679373
1.4079484837738274,-0.860081532173172,0.46008747866589533
0.051149186337923834,0.7202490454450168,-0.036840297093652226
-0.9359748608698832,0.044925445482563525,0.17520072075295215
-1.839109307605646,2.20207641113307,-0.39135318637502314
0.06377872848143744,-0.30345960477775874,0.003608035908965246
-0.71396809744709,1.219281804846897,-0.07931421141311387
