a,b,y
0.47298583148997897,2.7326346810749875,-1.995795071970791
-0.6814258794394451,-1.051940539809818,0.20927376630065697
0.24243949669047796,0.4968469845524827,-0.0005096300217192623
-1.7007356340383315,-1.057191142091849,0.6966576362568877
0.7531428339492002,-1.117262766427756,0.25291006533944504
-1.534721340208044,-0.17536657631439573,0.4716132308976646
0.0051270781322723565,0.41868600692722624,-0.007334223422485009
-0.12022767015619135,1.0170545811901115,-0.10231318949206618
-0.8069818785729513,1.1398429000234997,-0.017849207832446118
2.8718193949889166,0.3299855187996442,1.6458761005669567
-0.597822919406344,-0.16394002364813812,0.07191905923327574
0.47245699353575754,1.8120633029806108,-0.5503611664686777
1.0959561180085615,-0.21433438495824844,0.24120859815029638
-1.2151688010922146,1.3708119306129225,0.03773429826176217
1.3423563714379816,0.7425710661362065,0.31943788163900116
-0.12214978766832274,0.6377707659908852,-0.02295731063264172
1.012515476977173,-0.5286485213934827,0.21981161928725776
-0.9138691467058685,-0.3749180173835957,0.17230134307462708
-1.029530207374499,1.9689269690094964,-0.5513021929805667
1.2097964496316869,0.6567192744528235,0.26439848754818646
0.5018723037790331,0.07859627658302147,0.050326609995104264
0.13884617715623349,0.04232844225813996,0.003848068207777585
0.6407611133416717,1.1014484867943393,-0.05151153251370025
0.5273326651106617,-0.9793580380290833,0.1495503069908865
-1.1543602352166882,0.0787884801565549,0.2664606015991015
-2.213333479396823,-1.9444743655391432,1.7149709954135026
-1.6817565103951275,-1.062991788971679,0.6857739133105416
-1.7880942510621582,0.02333338549568974,0.639454939757418
-2.218534945031401,0.16125559840603862,0.9839601415980764
-0.6474307801655981,-0.19351363400645716,0.08455798371582142
-0.528404320814362,-0.4340762769395086,0.06402118657439317
-0.03920917482874638,0.9472428168119505,-0.08468568526451117
0.214975948415751,1.8049283386433121,-0.578760541253818
-0.3843588025535037,-1.282743726011477,0.24061302685917121
-0.2539040780918859,0.77788875371809,-0.034177441235670944
0.07325207460394162,0.6924463664097187,-0.03212838152630523
-0.9972038374246764,0.27690363966319714,0.19675992269306472
-0.7138562876067133,0.15631203438525884,0.10153623561074628
0.03541634614048163,-0.4232021263556402,0.007830415280128351
-0.6779453651227033,0.7448286559577091,0.050601144625208386
-0.5718810615865102,-1.3080340898126293,0.28920809828623906
-0.105862315332335,0.1680253182783718,0.0017669883542691263
1.3358313386717684,0.5911473690389808,0.33623112016307405
0.31866528801613553,0.9933971455748085,-0.07772268103421155
